"","topic","country","ngo","id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","title","description","thumbnail","tags","categoryId","localized_title","localized_desc"
"11","migration","rs","FondacijaDivac","mxNNnitauiU","36","1","0","0","0","Fondacija Ane i Vlade Divac: Svečanost povodom 10 godina","Fondacija Ana i Vlade Divac obeležila je 18. maja 2017.  10 godina svog rada svečanim programom u Narodnom pozorištu u Beogradu. Fondacija je osnovana je 2007. godine kao nastavak dvadesetogodišnjeg humanitarnog rada Ane i Vlada Divca započetog u Sjedinjenim Američkim Državama.","https://i.ytimg.com/vi/mxNNnitauiU/maxresdefault.jpg","SOLIDARNOST humanost fondacija divac","29","Fondacija Ane i Vlade Divac: Svečanost povodom 10 godina","Fondacija Ana i Vlade Divac obeležila je 18. maja 2017.  10 godina svog rada svečanim programom u Narodnom pozorištu u Beogradu. Fondacija je osnovana je 2007. godine kao nastavak dvadesetogodišnjeg humanitarnog rada Ane i Vlada Divca započetog u Sjedinjenim Američkim Državama."
"12","migration","rs","FondacijaDivac","mF5PX7OA2As","6","0","0","0","0","Konferencija ""Solidarnost u vreme krize""","Fondacija Ana i Vlade Divac, uz podršku i u okviru programa „Evropa za građane i građanke“ Evropske unije, otpočela je 1. oktobra 2016. godine projekat pod nazivom „Slavimo solidarnost“.

The Ana and Vlade Divac Foundation, with the support of „Europe for Citizens Programme“ of the European Union, started 1st October 2016 the project „Celebrating solidarity“.","https://i.ytimg.com/vi/mF5PX7OA2As/maxresdefault.jpg","solidarity","29","Konferencija ""Solidarnost u vreme krize""","Fondacija Ana i Vlade Divac, uz podršku i u okviru programa „Evropa za građane i građanke“ Evropske unije, otpočela je 1. oktobra 2016. godine projekat pod nazivom „Slavimo solidarnost“.

The Ana and Vlade Divac Foundation, with the support of „Europe for Citizens Programme“ of the European Union, started 1st October 2016 the project „Celebrating solidarity“."
"13","migration","rs","FondacijaDivac","XXzn_1qjhBQ","18","0","0","0","0","Divac Poljoprivredni Fondovi - Donacija za Poljoprivrednu školu u Požegi, Pink, 3. 12. 2017.","Donaciju koza u okviru projekta Divac Poljoprivredni Fondovi  je dobila i Poljoprivredna škola u Požegi, koja ranije nije nije imala koze, a čije se stado već uvećalo. Ove godine je pod pokroviteljstvom škole i u njihovim prostorijama osnovano i udruženje kozara za njihov kraj. U okviru DPF u 2016. godini za opštinu Požega osim 7 porodica koje su dobile donaciju po sedam  alpskih koza.",NA,"poljoprivreda koze skola","29","Divac Poljoprivredni Fondovi - Donacija za Poljoprivrednu školu u Požegi, Pink, 3. 12. 2017.","Donaciju koza u okviru projekta Divac Poljoprivredni Fondovi  je dobila i Poljoprivredna škola u Požegi, koja ranije nije nije imala koze, a čije se stado već uvećalo. Ove godine je pod pokroviteljstvom škole i u njihovim prostorijama osnovano i udruženje kozara za njihov kraj. U okviru DPF u 2016. godini za opštinu Požega osim 7 porodica koje su dobile donaciju po sedam  alpskih koza."
"14","migration","rs","FondacijaDivac","CtHr9SkPE7E","77","0","0","0","0","RTS 1, Dnevnik 3, Pomoć na putu, migrantska ruta","Doručak za novinare mreže Pomoć na putu",NA,"migranti humanost ljudska prava","29","RTS 1, Dnevnik 3, Pomoć na putu, migrantska ruta","Doručak za novinare mreže Pomoć na putu"
"15","migration","rs","FondacijaDivac","wAgNICoMEqc","10","0","0","0","0","RTS 1, Šta radite bre? 28. novembar, Pomoć na putu, migrantska ruta","Doručak za novinare, mreža ""Help on the route""",NA,"migranti","29","RTS 1, Šta radite bre? 28. novembar, Pomoć na putu, migrantska ruta","Doručak za novinare, mreža ""Help on the route"""
"16","migration","pl","kaem78","lGGLz-j4mE0","11","0",NA,NA,NA,"Rafał Pankowski z NIGDY WIĘCEJ – debata „Polityka historyczna w służbie narodu”, 15.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas – debata „Polityka historyczna w służbie narodu”, 15.02.2018.","https://i.ytimg.com/vi/lGGLz-j4mE0/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Rafał Pankowski z NIGDY WIĘCEJ – debata „Polityka historyczna w służbie narodu”, 15.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas – debata „Polityka historyczna w służbie narodu”, 15.02.2018."
"17","migration","pl","kaem78","898OcA48n8o","25","0",NA,NA,NA,"Anna Tatar z NIGDY WIĘCEJ o języku antysemickim w debacie publicznej, 17.03.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ o języku antysemickim w debacie publicznej, 17.03.2018.",NA,"antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Anna Tatar z NIGDY WIĘCEJ o języku antysemickim w debacie publicznej, 17.03.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ o języku antysemickim w debacie publicznej, 17.03.2018."
"18","migration","pl","kaem78","fe38OY1x-2o","11","0",NA,NA,NA,"Rafał Pankowski z NIGDY WIĘCEJ i Dominik Wilczewski o marszu nacjonalistów w Hajnówce, 24.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Dominik Wilczewski o marszu nacjonalistów w Hajnówce, 24.02.2018.","https://i.ytimg.com/vi/fe38OY1x-2o/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Rafał Pankowski z NIGDY WIĘCEJ i Dominik Wilczewski o marszu nacjonalistów w Hajnówce, 24.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Dominik Wilczewski o marszu nacjonalistów w Hajnówce, 24.02.2018."
"19","migration","pl","kaem78","t3sYzmV6AJg","10","0",NA,NA,NA,"Anna Tatar z NIGDY WIĘCEJ o Facebooku i mowie nienawiści w internecie, 7.03.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ o Facebooku i mowie nienawiści w internecie, 7.03.2018.","https://i.ytimg.com/vi/t3sYzmV6AJg/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Anna Tatar z NIGDY WIĘCEJ o Facebooku i mowie nienawiści w internecie, 7.03.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ o Facebooku i mowie nienawiści w internecie, 7.03.2018."
"20","migration","pl","kaem78","D9n4Z-LMw6E","18","0",NA,NA,NA,"Robert Biedroń wspomina Marcina Kornaka – założyciela Stowarzyszenia NIGDY WIĘCEJ, 13.06.2016.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Robert Biedroń wspomina Marcina Kornaka – założyciela Stowarzyszenia NIGDY WIĘCEJ, 13.06.2016.","https://i.ytimg.com/vi/D9n4Z-LMw6E/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Robert Biedroń wspomina Marcina Kornaka – założyciela Stowarzyszenia NIGDY WIĘCEJ, 13.06.2016.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Robert Biedroń wspomina Marcina Kornaka – założyciela Stowarzyszenia NIGDY WIĘCEJ, 13.06.2016."
"21","migration","pl","kaem78","Fz-R13-O4Lg","12","0",NA,NA,NA,"Agata Diduszko-Zyglewska o Stowarzyszeniu NIGDY WIĘCEJ i przestępstwach ksenofobicznych, 22.01.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Agata Diduszko-Zyglewska o Stowarzyszeniu NIGDY WIĘCEJ i przestępstwach ksenofobicznych, 22.01.2018.","https://i.ytimg.com/vi/Fz-R13-O4Lg/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Agata Diduszko-Zyglewska o Stowarzyszeniu NIGDY WIĘCEJ i przestępstwach ksenofobicznych, 22.01.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Agata Diduszko-Zyglewska o Stowarzyszeniu NIGDY WIĘCEJ i przestępstwach ksenofobicznych, 22.01.2018."
"22","migration","pl","kaem78","rfR5ykU0GU4","33","0",NA,NA,NA,"Rafał Pankowski z NIGDY WIĘCEJ o polskich neonazistach (reportaż czeskiej telewizji), 23.01.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
 Rafał Pankowski z NIGDY WIĘCEJ o polskich neonazistach (reportaż czeskiej telewizji), 23.01.2018.","https://i.ytimg.com/vi/rfR5ykU0GU4/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Rafał Pankowski z NIGDY WIĘCEJ o polskich neonazistach (reportaż czeskiej telewizji), 23.01.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
 Rafał Pankowski z NIGDY WIĘCEJ o polskich neonazistach (reportaż czeskiej telewizji), 23.01.2018."
"23","migration","pl","kaem78","Rhe_yDOslNs","15","0",NA,NA,NA,"Uliczny Opryszek wspiera kampanię „Muzyka Przeciwko Rasizmowi” Stow. NIGDY WIĘCEJ (Woodstock, 2013).","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Uliczny Opryszek wspiera kampanię „Muzyka Przeciwko Rasizmowi” Stow. NIGDY WIĘCEJ (Woodstock, 2013).","https://i.ytimg.com/vi/Rhe_yDOslNs/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Uliczny Opryszek wspiera kampanię „Muzyka Przeciwko Rasizmowi” Stow. NIGDY WIĘCEJ (Woodstock, 2013).","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Uliczny Opryszek wspiera kampanię „Muzyka Przeciwko Rasizmowi” Stow. NIGDY WIĘCEJ (Woodstock, 2013)."
"24","migration","pl","kaem78","HWXnKnqwoZ8","13","0",NA,NA,NA,"Anna Tatar z NIGDY WIĘCEJ – dyskusja o przemocy wobec mniejszości, 2.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ – dyskusja o przemocy wobec mniejszości, 2.02.2018.","https://i.ytimg.com/vi/HWXnKnqwoZ8/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Anna Tatar z NIGDY WIĘCEJ – dyskusja o przemocy wobec mniejszości, 2.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ – dyskusja o przemocy wobec mniejszości, 2.02.2018."
"25","migration","pl","kaem78","x7lLXmUjE4M","34","0",NA,NA,NA,"Pidżama Porno „Ezoteryczny Poznań” – „Muzyka Przeciwko Rasizmowi” Stow. NIGDY WIĘCEJ (Woodstock’02)","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Pidżama Porno „Ezoteryczny Poznań” – „Muzyka Przeciwko Rasizmowi” Stowarzyszenie NIGDY WIĘCEJ (Woodstock, ’02)","https://i.ytimg.com/vi/x7lLXmUjE4M/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Pidżama Porno „Ezoteryczny Poznań” – „Muzyka Przeciwko Rasizmowi” Stow. NIGDY WIĘCEJ (Woodstock’02)","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Pidżama Porno „Ezoteryczny Poznań” – „Muzyka Przeciwko Rasizmowi” Stowarzyszenie NIGDY WIĘCEJ (Woodstock, ’02)"
"26","migration","pl","kaem78","DpJMhgriGA8","19","0",NA,NA,NA,"Anna Tatar z NIGDY WIĘCEJ na posiedzeniu Zespołu ds. Organizacji Pozarządowych, Sejm, 14.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ na posiedzeniu Zespołu ds. Organizacji Pozarządowych, Sejm, 14.02.2018.",NA,"antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Anna Tatar z NIGDY WIĘCEJ na posiedzeniu Zespołu ds. Organizacji Pozarządowych, Sejm, 14.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Anna Tatar z NIGDY WIĘCEJ na posiedzeniu Zespołu ds. Organizacji Pozarządowych, Sejm, 14.02.2018."
"27","migration","pl","kaem78","sPBJXTtYzMY","20","0",NA,NA,NA,"Grochal, Wiśniewska, Bunda i Żakowski o faszyzmie i działaniach Stowarzyszenia NIGDY WIĘCEJ, 23.1.18","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Grochal, Wiśniewska, Bunda i Żakowski o faszyzmie i działaniach Stowarzyszenia NIGDY WIĘCEJ, 23.1.18","https://i.ytimg.com/vi/sPBJXTtYzMY/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Grochal, Wiśniewska, Bunda i Żakowski o faszyzmie i działaniach Stowarzyszenia NIGDY WIĘCEJ, 23.1.18","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Grochal, Wiśniewska, Bunda i Żakowski o faszyzmie i działaniach Stowarzyszenia NIGDY WIĘCEJ, 23.1.18"
"28","migration","pl","kaem78","Y-XUf4l03UA","30","0",NA,NA,NA,"Rafał Pankowski z NIGDY WIĘCEJ o radykalnej prawicy i mainstreamie (czeska tv), 23.01.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
 Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas o radykalnej prawicy i mainstreamie (czeska tv), 23.01.2018.","https://i.ytimg.com/vi/Y-XUf4l03UA/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Rafał Pankowski z NIGDY WIĘCEJ o radykalnej prawicy i mainstreamie (czeska tv), 23.01.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
 Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas o radykalnej prawicy i mainstreamie (czeska tv), 23.01.2018."
"29","migration","pl","kaem78","TDIsnaBpKyw","38","0",NA,NA,NA,"Rafał Pankowski z NIGDY WIĘCEJ o organizowaniu neofaszystowskich koncertów w Polsce, 17.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas o organizowaniu neofaszystowskich koncertów w Polsce, 17.02.2018.","https://i.ytimg.com/vi/TDIsnaBpKyw/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Rafał Pankowski z NIGDY WIĘCEJ o organizowaniu neofaszystowskich koncertów w Polsce, 17.02.2018.","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas o organizowaniu neofaszystowskich koncertów w Polsce, 17.02.2018."
"30","migration","pl","kaem78","lN-Hyd6zUVc","62","0",NA,NA,NA,"Rafał Pankowski z NIGDY WIĘCEJ o upamiętnieniu Brygady Świętokrzyskiej przez Morawieckiego, 19.02.18","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas o upamiętnieniu Brygady Świętokrzyskiej przez Morawieckiego, 19.02.18","https://i.ytimg.com/vi/lN-Hyd6zUVc/maxresdefault.jpg","antyfaszyzm NIGDY WIECEJ antyrasizm tolerancja rasizm dyskryminacja faszyzm ksenofobia","29","Rafał Pankowski z NIGDY WIĘCEJ o upamiętnieniu Brygady Świętokrzyskiej przez Morawieckiego, 19.02.18","http://www.nigdywiecej.org ; http://www.facebook.com/respect.diversity ; 
https://twitter.com/StowNIGDYWIECEJ
Rafał Pankowski z NIGDY WIĘCEJ i Collegium Civitas o upamiętnieniu Brygady Świętokrzyskiej przez Morawieckiego, 19.02.18"
"31","migration","pl","nomadango","fyaHMK7PNdE","314","0","0","7","3","Ulica Antakia - trailer","Ulica Antakia to jedna z wielu ulic, która może znajdować się w każdym mieście na Bliskim Wschodzie. To symboliczna ulica , którą mieszkańcy muszą opuścić, bo zawitały na niej wojna i przemoc. Wejdź na stronę www.ulicaantakia.com i śledź losy jej bohaterów.
Strona powstała dzięki wsparciu finansowemu Funduszy EOG w ramach programu ""obywatele dla demokracji"". Dziękujemy Cyber Kids on Real za realizację!",NA,"Marhaba Nomada ulicaantakia","27","Ulica Antakia - trailer","Ulica Antakia to jedna z wielu ulic, która może znajdować się w każdym mieście na Bliskim Wschodzie. To symboliczna ulica , którą mieszkańcy muszą opuścić, bo zawitały na niej wojna i przemoc. Wejdź na stronę www.ulicaantakia.com i śledź losy jej bohaterów.
Strona powstała dzięki wsparciu finansowemu Funduszy EOG w ramach programu ""obywatele dla demokracji"". Dziękujemy Cyber Kids on Real za realizację!"
"32","migration","pl","nomadango","lJKc2-XMm3Q","176","0","1","1","0","MARHABA","Marhaba!
Zachęcamy do wsparcia wydania publikacji o uchodźcach i uchodźczyniach na portalu polakpotrafi.pl.
Za pomoc wielkie dzięki dla:  Wojtka Hejno, Tomasa Rafy i Konitafilms. Warto przekraczać różne granice!","https://i.ytimg.com/vi/lJKc2-XMm3Q/maxresdefault.jpg","3.04.2016","27","MARHABA","Marhaba!
Zachęcamy do wsparcia wydania publikacji o uchodźcach i uchodźczyniach na portalu polakpotrafi.pl.
Za pomoc wielkie dzięki dla:  Wojtka Hejno, Tomasa Rafy i Konitafilms. Warto przekraczać różne granice!"
